Date,State,Commodity,tempmax,tempmin,precip,humidity,windspeed,snowdepth,Price (₹/qtl)
2024-01-18,Kerala,Rice,91.0,71.5,0.0,65.8,6.9,0,4537.69
2024-01-18,Kerala,Wheat,91.0,71.5,0.0,65.8,6.9,0,4050.0
2024-01-18,Kerala,Atta (Wheat),91.0,71.5,0.0,65.8,6.9,0,3719.54
2024-01-18,Kerala,Gram Dal,91.0,71.5,0.0,65.8,6.9,0,8228.57
2024-01-18,Kerala,Tur/Arhar Dal,91.0,71.5,0.0,65.8,6.9,0,15525.38
2024-01-18,Kerala,Urad Dal,91.0,71.5,0.0,65.8,6.9,0,12947.5
2024-01-18,Kerala,Moong Dal,91.0,71.5,0.0,65.8,6.9,0,11730.77
2024-01-18,Kerala,Masoor Dal,91.0,71.5,0.0,65.8,6.9,0,9011.43
2024-01-18,Kerala,Sugar,91.0,71.5,0.0,65.8,6.9,0,4067.86
2024-01-18,Kerala,Milk @,91.0,71.5,0.0,65.8,6.9,0,5186.8
2024-01-18,Kerala,Groundnut Oil (Packed),91.0,71.5,0.0,65.8,6.9,0,21250.0
2024-01-18,Kerala,Mustard Oil (Packed),91.0,71.5,0.0,65.8,6.9,0,15311.11
2024-01-18,Kerala,Vanaspati (Packed),91.0,71.5,0.0,65.8,6.9,0,12150.0
2024-01-18,Kerala,Soya Oil (Packed),91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,Sunflower Oil (Packed),91.0,71.5,0.0,65.8,6.9,0,10861.82
2024-01-18,Kerala,Palm Oil (Packed),91.0,71.5,0.0,65.8,6.9,0,8735.83
2024-01-18,Kerala,Gur,91.0,71.5,0.0,65.8,6.9,0,5232.86
2024-01-18,Kerala,Tea Loose,91.0,71.5,0.0,65.8,6.9,0,19923.08
2024-01-18,Kerala,Salt Pack (Iodised),91.0,71.5,0.0,65.8,6.9,0,1049.29
2024-01-18,Kerala,Potato,91.0,71.5,0.0,65.8,6.9,0,3045.83
2024-01-18,Kerala,Onion,91.0,71.5,0.0,65.8,6.9,0,2787.5
2024-01-18,Kerala,TomatoAndaman and Nicobar,91.0,71.5,0.0,65.8,6.9,0,3104.17
2024-01-18,Kerala,4500,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,Unnamed: 24,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,6300,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,8683.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,15666.67,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,14200,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,12433.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,9033.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,4933.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,7100,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,20840,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,16094.67,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,17044,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,Unnamed: 36,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,12446,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,11016.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,7283.33,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,29000,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,1766.67,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,3500,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,4666.67,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Kerala,5666.67,91.0,71.5,0.0,65.8,6.9,0,
2024-01-18,Madhya Pradesh,Rice,77.3,51.8,0.0,62.0,11.4,0,3347.23
2024-01-18,Madhya Pradesh,Wheat,77.3,51.8,0.0,62.0,11.4,0,2602.45
2024-01-18,Madhya Pradesh,Atta (Wheat),77.3,51.8,0.0,62.0,11.4,0,3041.6
2024-01-18,Madhya Pradesh,Gram Dal,77.3,51.8,0.0,62.0,11.4,0,7210.32
2024-01-18,Madhya Pradesh,Tur/Arhar Dal,77.3,51.8,0.0,62.0,11.4,0,13803.55
2024-01-18,Madhya Pradesh,Urad Dal,77.3,51.8,0.0,62.0,11.4,0,10505.36
2024-01-18,Madhya Pradesh,Moong Dal,77.3,51.8,0.0,62.0,11.4,0,10217.19
2024-01-18,Madhya Pradesh,Masoor Dal,77.3,51.8,0.0,62.0,11.4,0,8088.04
2024-01-18,Madhya Pradesh,Sugar,77.3,51.8,0.0,62.0,11.4,0,4039.4
2024-01-18,Madhya Pradesh,Milk @,77.3,51.8,0.0,62.0,11.4,0,5241.7
2024-01-18,Madhya Pradesh,Groundnut Oil (Packed),77.3,51.8,0.0,62.0,11.4,0,17789.13
2024-01-18,Madhya Pradesh,Mustard Oil (Packed),77.3,51.8,0.0,62.0,11.4,0,12378.83
2024-01-18,Madhya Pradesh,Vanaspati (Packed),77.3,51.8,0.0,62.0,11.4,0,10744.26
2024-01-18,Madhya Pradesh,Soya Oil (Packed),77.3,51.8,0.0,62.0,11.4,0,10224.52
2024-01-18,Madhya Pradesh,Sunflower Oil (Packed),77.3,51.8,0.0,62.0,11.4,0,12431.42
2024-01-18,Madhya Pradesh,Palm Oil (Packed),77.3,51.8,0.0,62.0,11.4,0,9898.04
2024-01-18,Madhya Pradesh,Gur,77.3,51.8,0.0,62.0,11.4,0,4170.21
2024-01-18,Madhya Pradesh,Tea Loose,77.3,51.8,0.0,62.0,11.4,0,22517.49
2024-01-18,Madhya Pradesh,Salt Pack (Iodised),77.3,51.8,0.0,62.0,11.4,0,1548.51
2024-01-18,Madhya Pradesh,Potato,77.3,51.8,0.0,62.0,11.4,0,1307.55
2024-01-18,Madhya Pradesh,Onion,77.3,51.8,0.0,62.0,11.4,0,2482.63
2024-01-18,Madhya Pradesh,TomatoAndaman and Nicobar,77.3,51.8,0.0,62.0,11.4,0,1571.7
2024-01-18,Madhya Pradesh,4500,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,Unnamed: 24,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,6300,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,8683.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,15666.67,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,14200,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,12433.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,9033.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,4933.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,7100,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,20840,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,16094.67,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,17044,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,Unnamed: 36,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,12446,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,11016.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,7283.33,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,29000,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,1766.67,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,3500,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,4666.67,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Madhya Pradesh,5666.67,77.3,51.8,0.0,62.0,11.4,0,
2024-01-18,Maharashtra,Rice,81.4,68.8,0.0,55.2,11.4,0,4274.21
2024-01-18,Maharashtra,Wheat,81.4,68.8,0.0,55.2,11.4,0,3422.63
2024-01-18,Maharashtra,Atta (Wheat),81.4,68.8,0.0,55.2,11.4,0,3737.89
2024-01-18,Maharashtra,Gram Dal,81.4,68.8,0.0,55.2,11.4,0,7006.84
2024-01-18,Maharashtra,Tur/Arhar Dal,81.4,68.8,0.0,55.2,11.4,0,14525.79
2024-01-18,Maharashtra,Urad Dal,81.4,68.8,0.0,55.2,11.4,0,11323.16
2024-01-18,Maharashtra,Moong Dal,81.4,68.8,0.0,55.2,11.4,0,10717.89
2024-01-18,Maharashtra,Masoor Dal,81.4,68.8,0.0,55.2,11.4,0,8250.0
2024-01-18,Maharashtra,Sugar,81.4,68.8,0.0,55.2,11.4,0,3868.26
2024-01-18,Maharashtra,Milk @,81.4,68.8,0.0,55.2,11.4,0,5242.11
2024-01-18,Maharashtra,Groundnut Oil (Packed),81.4,68.8,0.0,55.2,11.4,0,17350.0
2024-01-18,Maharashtra,Mustard Oil (Packed),81.4,68.8,0.0,55.2,11.4,0,13993.33
2024-01-18,Maharashtra,Vanaspati (Packed),81.4,68.8,0.0,55.2,11.4,0,11371.05
2024-01-18,Maharashtra,Soya Oil (Packed),81.4,68.8,0.0,55.2,11.4,0,9772.37
2024-01-18,Maharashtra,Sunflower Oil (Packed),81.4,68.8,0.0,55.2,11.4,0,11036.58
2024-01-18,Maharashtra,Palm Oil (Packed),81.4,68.8,0.0,55.2,11.4,0,8954.69
2024-01-18,Maharashtra,Gur,81.4,68.8,0.0,55.2,11.4,0,4337.37
2024-01-18,Maharashtra,Tea Loose,81.4,68.8,0.0,55.2,11.4,0,27100.0
2024-01-18,Maharashtra,Salt Pack (Iodised),81.4,68.8,0.0,55.2,11.4,0,1925.0
2024-01-18,Maharashtra,Potato,81.4,68.8,0.0,55.2,11.4,0,1983.68
2024-01-18,Maharashtra,Onion,81.4,68.8,0.0,55.2,11.4,0,2113.68
2024-01-18,Maharashtra,TomatoAndaman and Nicobar,81.4,68.8,0.0,55.2,11.4,0,1880.26
2024-01-18,Maharashtra,4500,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,Unnamed: 24,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,6300,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,8683.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,15666.67,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,14200,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,12433.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,9033.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,4933.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,7100,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,20840,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,16094.67,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,17044,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,Unnamed: 36,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,12446,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,11016.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,7283.33,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,29000,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,1766.67,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,3500,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,4666.67,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Maharashtra,5666.67,81.4,68.8,0.0,55.2,11.4,0,
2024-01-18,Meghalaya,Rice,68.0,39.8,0.0,81.7,4.7,0,3556.67
2024-01-18,Meghalaya,Wheat,68.0,39.8,0.0,81.7,4.7,0,3475.0
2024-01-18,Meghalaya,Atta (Wheat),68.0,39.8,0.0,81.7,4.7,0,3375.56
2024-01-18,Meghalaya,Gram Dal,68.0,39.8,0.0,81.7,4.7,0,8100.0
2024-01-18,Meghalaya,Tur/Arhar Dal,68.0,39.8,0.0,81.7,4.7,0,14000.0
2024-01-18,Meghalaya,Urad Dal,68.0,39.8,0.0,81.7,4.7,0,12000.0
2024-01-18,Meghalaya,Moong Dal,68.0,39.8,0.0,81.7,4.7,0,10800.0
2024-01-18,Meghalaya,Masoor Dal,68.0,39.8,0.0,81.7,4.7,0,7955.56
2024-01-18,Meghalaya,Sugar,68.0,39.8,0.0,81.7,4.7,0,4563.33
2024-01-18,Meghalaya,Milk @,68.0,39.8,0.0,81.7,4.7,0,6948.11
2024-01-18,Meghalaya,Groundnut Oil (Packed),68.0,39.8,0.0,81.7,4.7,0,11868.0
2024-01-18,Meghalaya,Mustard Oil (Packed),68.0,39.8,0.0,81.7,4.7,0,12013.44
2024-01-18,Meghalaya,Vanaspati (Packed),68.0,39.8,0.0,81.7,4.7,0,12140.0
2024-01-18,Meghalaya,Soya Oil (Packed),68.0,39.8,0.0,81.7,4.7,0,11685.22
2024-01-18,Meghalaya,Sunflower Oil (Packed),68.0,39.8,0.0,81.7,4.7,0,17192.5
2024-01-18,Meghalaya,Palm Oil (Packed),68.0,39.8,0.0,81.7,4.7,0,11800.0
2024-01-18,Meghalaya,Gur,68.0,39.8,0.0,81.7,4.7,0,7120.0
2024-01-18,Meghalaya,Tea Loose,68.0,39.8,0.0,81.7,4.7,0,31944.44
2024-01-18,Meghalaya,Salt Pack (Iodised),68.0,39.8,0.0,81.7,4.7,0,1782.22
2024-01-18,Meghalaya,Potato,68.0,39.8,0.0,81.7,4.7,0,1877.78
2024-01-18,Meghalaya,Onion,68.0,39.8,0.0,81.7,4.7,0,3833.33
2024-01-18,Meghalaya,TomatoAndaman and Nicobar,68.0,39.8,0.0,81.7,4.7,0,2750.0
2024-01-18,Meghalaya,4500,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,Unnamed: 24,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,6300,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,8683.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,15666.67,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,14200,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,12433.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,9033.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,4933.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,7100,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,20840,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,16094.67,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,17044,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,Unnamed: 36,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,12446,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,11016.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,7283.33,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,29000,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,1766.67,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,3500,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,4666.67,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Meghalaya,5666.67,68.0,39.8,0.0,81.7,4.7,0,
2024-01-18,Mizoram,Rice,71.0,41.6,0.0,60.4,6.9,0,4100.0
2024-01-18,Mizoram,Wheat,71.0,41.6,0.0,60.4,6.9,0,3442.22
2024-01-18,Mizoram,Atta (Wheat),71.0,41.6,0.0,60.4,6.9,0,3973.33
2024-01-18,Mizoram,Gram Dal,71.0,41.6,0.0,60.4,6.9,0,9263.44
2024-01-18,Mizoram,Tur/Arhar Dal,71.0,41.6,0.0,60.4,6.9,0,12321.43
2024-01-18,Mizoram,Urad Dal,71.0,41.6,0.0,60.4,6.9,0,10950.0
2024-01-18,Mizoram,Moong Dal,71.0,41.6,0.0,60.4,6.9,0,11542.86
2024-01-18,Mizoram,Masoor Dal,71.0,41.6,0.0,60.4,6.9,0,9376.67
2024-01-18,Mizoram,Sugar,71.0,41.6,0.0,60.4,6.9,0,4409.09
2024-01-18,Mizoram,Milk @,71.0,41.6,0.0,60.4,6.9,0,7170.0
2024-01-18,Mizoram,Groundnut Oil (Packed),71.0,41.6,0.0,60.4,6.9,0,15742.0
2024-01-18,Mizoram,Mustard Oil (Packed),71.0,41.6,0.0,60.4,6.9,0,17509.11
2024-01-18,Mizoram,Vanaspati (Packed),71.0,41.6,0.0,60.4,6.9,0,16177.0
2024-01-18,Mizoram,Soya Oil (Packed),71.0,41.6,0.0,60.4,6.9,0,11626.44
2024-01-18,Mizoram,Sunflower Oil (Packed),71.0,41.6,0.0,60.4,6.9,0,16692.5
2024-01-18,Mizoram,Palm Oil (Packed),71.0,41.6,0.0,60.4,6.9,0,11540.25
2024-01-18,Mizoram,Gur,71.0,41.6,0.0,60.4,6.9,0,10000.0
2024-01-18,Mizoram,Tea Loose,71.0,41.6,0.0,60.4,6.9,0,45055.56
2024-01-18,Mizoram,Salt Pack (Iodised),71.0,41.6,0.0,60.4,6.9,0,2331.82
2024-01-18,Mizoram,Potato,71.0,41.6,0.0,60.4,6.9,0,2995.45
2024-01-18,Mizoram,Onion,71.0,41.6,0.0,60.4,6.9,0,4527.78
2024-01-18,Mizoram,TomatoAndaman and Nicobar,71.0,41.6,0.0,60.4,6.9,0,6383.33
2024-01-18,Mizoram,4500,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,Unnamed: 24,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,6300,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,8683.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,15666.67,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,14200,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,12433.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,9033.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,4933.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,7100,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,20840,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,16094.67,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,17044,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,Unnamed: 36,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,12446,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,11016.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,7283.33,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,29000,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,1766.67,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,3500,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,4666.67,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Mizoram,5666.67,71.0,41.6,0.0,60.4,6.9,0,
2024-01-18,Nagaland,Rice,62.9,45.0,0.004,72.4,7.2,0,3816.67
2024-01-18,Nagaland,Wheat,62.9,45.0,0.004,72.4,7.2,0,3762.5
2024-01-18,Nagaland,Atta (Wheat),62.9,45.0,0.004,72.4,7.2,0,4270.0
2024-01-18,Nagaland,Gram Dal,62.9,45.0,0.004,72.4,7.2,0,8431.82
2024-01-18,Nagaland,Tur/Arhar Dal,62.9,45.0,0.004,72.4,7.2,0,12079.17
2024-01-18,Nagaland,Urad Dal,62.9,45.0,0.004,72.4,7.2,0,11066.67
2024-01-18,Nagaland,Moong Dal,62.9,45.0,0.004,72.4,7.2,0,11335.71
2024-01-18,Nagaland,Masoor Dal,62.9,45.0,0.004,72.4,7.2,0,9043.75
2024-01-18,Nagaland,Sugar,62.9,45.0,0.004,72.4,7.2,0,4487.5
2024-01-18,Nagaland,Milk @,62.9,45.0,0.004,72.4,7.2,0,6357.14
2024-01-18,Nagaland,Groundnut Oil (Packed),62.9,45.0,0.004,72.4,7.2,0,19500.0
2024-01-18,Nagaland,Mustard Oil (Packed),62.9,45.0,0.004,72.4,7.2,0,13086.67
2024-01-18,Nagaland,Vanaspati (Packed),62.9,45.0,0.004,72.4,7.2,0,15012.5
2024-01-18,Nagaland,Soya Oil (Packed),62.9,45.0,0.004,72.4,7.2,0,13642.86
2024-01-18,Nagaland,Sunflower Oil (Packed),62.9,45.0,0.004,72.4,7.2,0,17860.0
2024-01-18,Nagaland,Palm Oil (Packed),62.9,45.0,0.004,72.4,7.2,0,15500.0
2024-01-18,Nagaland,Gur,62.9,45.0,0.004,72.4,7.2,0,6111.11
2024-01-18,Nagaland,Tea Loose,62.9,45.0,0.004,72.4,7.2,0,30869.23
2024-01-18,Nagaland,Salt Pack (Iodised),62.9,45.0,0.004,72.4,7.2,0,1433.33
2024-01-18,Nagaland,Potato,62.9,45.0,0.004,72.4,7.2,0,2031.25
2024-01-18,Nagaland,Onion,62.9,45.0,0.004,72.4,7.2,0,5223.08
2024-01-18,Nagaland,TomatoAndaman and Nicobar,62.9,45.0,0.004,72.4,7.2,0,4500.0
2024-01-18,Nagaland,4500,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,Unnamed: 24,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,6300,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,8683.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,15666.67,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,14200,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,12433.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,9033.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,4933.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,7100,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,20840,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,16094.67,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,17044,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,Unnamed: 36,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,12446,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,11016.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,7283.33,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,29000,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,1766.67,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,3500,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,4666.67,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Nagaland,5666.67,62.9,45.0,0.004,72.4,7.2,0,
2024-01-18,Odisha,Rice,84.2,68.0,0.0,82.2,11.4,0,3401.74
2024-01-18,Odisha,Wheat,84.2,68.0,0.0,82.2,11.4,0,3316.25
2024-01-18,Odisha,Atta (Wheat),84.2,68.0,0.0,82.2,11.4,0,3691.67
2024-01-18,Odisha,Gram Dal,84.2,68.0,0.0,82.2,11.4,0,7127.39
2024-01-18,Odisha,Tur/Arhar Dal,84.2,68.0,0.0,82.2,11.4,0,13955.21
2024-01-18,Odisha,Urad Dal,84.2,68.0,0.0,82.2,11.4,0,11293.57
2024-01-18,Odisha,Moong Dal,84.2,68.0,0.0,82.2,11.4,0,10436.4
2024-01-18,Odisha,Masoor Dal,84.2,68.0,0.0,82.2,11.4,0,7460.42
2024-01-18,Odisha,Sugar,84.2,68.0,0.0,82.2,11.4,0,4120.42
2024-01-18,Odisha,Milk @,84.2,68.0,0.0,82.2,11.4,0,5049.33
2024-01-18,Odisha,Groundnut Oil (Packed),84.2,68.0,0.0,82.2,11.4,0,14900.0
2024-01-18,Odisha,Mustard Oil (Packed),84.2,68.0,0.0,82.2,11.4,0,13115.33
2024-01-18,Odisha,Vanaspati (Packed),84.2,68.0,0.0,82.2,11.4,0,10255.42
2024-01-18,Odisha,Soya Oil (Packed),84.2,68.0,0.0,82.2,11.4,0,11642.86
2024-01-18,Odisha,Sunflower Oil (Packed),84.2,68.0,0.0,82.2,11.4,0,11205.24
2024-01-18,Odisha,Palm Oil (Packed),84.2,68.0,0.0,82.2,11.4,0,8871.5
2024-01-18,Odisha,Gur,84.2,68.0,0.0,82.2,11.4,0,4357.5
2024-01-18,Odisha,Tea Loose,84.2,68.0,0.0,82.2,11.4,0,23631.25
2024-01-18,Odisha,Salt Pack (Iodised),84.2,68.0,0.0,82.2,11.4,0,2371.87
2024-01-18,Odisha,Potato,84.2,68.0,0.0,82.2,11.4,0,1384.33
2024-01-18,Odisha,Onion,84.2,68.0,0.0,82.2,11.4,0,2981.82
2024-01-18,Odisha,TomatoAndaman and Nicobar,84.2,68.0,0.0,82.2,11.4,0,2110.53
2024-01-18,Odisha,4500,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,Unnamed: 24,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,6300,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,8683.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,15666.67,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,14200,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,12433.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,9033.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,4933.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,7100,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,20840,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,16094.67,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,17044,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,Unnamed: 36,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,12446,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,11016.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,7283.33,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,29000,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,1766.67,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,3500,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,4666.67,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Odisha,5666.67,84.2,68.0,0.0,82.2,11.4,0,
2024-01-18,Punjab,Rice,71.3,42.9,0.0,54.1,6.9,0,3343.33
